,Emotion,Sentence
1063,Other,per ở quê ve sầu kêu chưa chúng mày
465,Sadness,một sinh vật xinh đẹp và hiền lành . tiếc cho nó quá
794,Sadness,đi học về thấy bán hoa đây đường mà cảm thấy tội cho bọn có gấu ... lại tốn tiền
1572,Anger,súc vật dume
976,Other,per thử cảm giác mạnh
710,Anger,chửi thì chửi . mà cái giọng của anh dọn phòng nghe trổi tai thật .
1719,Enjoyment,cụ bà đẹp lão quá cậu
236,Other,per có quẹo vào không em
1634,Surprise,sao nó tìm được nhỉ 🤔
1184,Enjoyment,"đúng mất vài giay để nói lời yêu thương , nhưng phải mất cả đời mới chứng minh được , cháu rất ngưỡng mộ ông bà !"
1812,Enjoyment,nó mà nhập viện thì xong đời tao . n 😂😂
1126,Disgust,xem qua là biết diễn sâu rồi . bên ngoài chắc lao mẹ vào đánh nhau rồi chứ còn lâu mới rảnh háng chửi nthe
1136,Disgust,cái cây gia công sản xuất kém chất lượng quá :))
708,Other,per chỉ một lần thôi 😂
1663,Enjoyment,nhanh lẹ hiệu quả cao 😂😂
566,Other,đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?
1337,Sadness,per huhu nhất là mấy bài không cho chất thử á :(
913,Other,"trai xinh gái đẹp thời đó , nhìn cái xe là biết giáo dục có điều kiện rồi"
976,Sadness,"mình nghĩ sẽ không bao giờ là một thương hiệu quốc gia , là khát vọng về cà phê vn nữa ..."
1911,Anger,"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào"
615,Enjoyment,đến gần đoạn cuối tao tắt âm xong vào xem bình luận rồi mới tua xem lại để minvolum . iq + vô cực chuẩn mẹ rồi
1859,Disgust,thanh niên này cục súc vãi
980,Disgust,thấy gớm
355,Disgust,dume cứ chê đi đến lúc bố dậy thì lại mất công trầm trồ !!!
1863,Anger,ăn cút mẹ mày ra chỗ khác ăn nhé .
590,Enjoyment,sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à
602,Enjoyment,nhìn hình chế là tao vui lắm :))
704,Disgust,cái mặt thấy ghét
244,Other,per bao giờ mày mới được nv nhỉ
1180,Sadness,em xin lỗi anh
32,Fear,"con này còn hại hơn cả ốc bươu vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông dân thiệt thôi"
920,Enjoyment,thú vui đặc biệt vãi :v .
381,Fear,tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<
914,Disgust,t ghét cả họ nhà nó 🙂
351,Other,huhu nó bị điên à ?
187,Other,phải công nhận nước ngoài cái gì cũng to :)
911,Sadness,sư phụ giả vờ ngã để thử lòng các đồ đệ và cái kết ngã sấp mặt luôn 😢
95,Disgust,một lũ óc không bằng chó .
1786,Enjoyment,5 năm nữa tao phải đẻ được 3 đứa 😂😂😂
1613,Surprise,per lật kèo luôn à ??
809,Other,thanh niên quá cứng
305,Sadness,lùn lùn làm sao sống qua nổi những chuyến đi phiêu lưu như vậy
682,Sadness,chân tao không đu ̉ da ̀ i đi ̉ đi con đươ ̀ người na ̀ y :((((
776,Sadness,có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak
470,Anger,phải cho mấy con sán lợn này vào đĩa rồi mời mấy ông bà đấy ăn xem mấy ông bà đấy thế nào .
183,Enjoyment,mùa hè không nóng đây rồi
289,Anger,lũ này chặt tay bọn nó cho khỏi trộm cắp 😠
73,Other,bắt trước chuyện tềnh trong thang máy cơ mà cái này kết có hậu :)
302,Disgust,vl ! người ngoài hành tinh biết nói tiếng anh ! bọn mày lú hết rồi à ? cái quần què gì cũng tin được !
41,Enjoyment,má nó thú dị thôi rồi 😂😂😂
1019,Sadness,crush bị thịt hay không không quan trọng . t chỉ sợ vợ tao đang bị thg nào đó gạ địt thôi . nghĩ mà buồn
419,Other,mấy đứa bị bón thích cái này
1823,Anger,thằng lol nào trong miệng thế
1231,Sadness,per đau hơn chia tay người yêu nữa
1650,Enjoyment,tôi đã đúng khi đọc bình luận thay vì đọc bài :)
720,Other,hóng kỉ lục để lông mũi dài tới bụng :))
83,Disgust,đánh rơi liêm sỉ trong 1 nốt nhạc
742,Disgust,chuẩn ..! dm mang tiếng được trung ương mà toàn lũ ghen ăn tức ở_xểnh tí là hại nhau ngay ..! làm vất vả tiền chả thấy đâu ..!=))))))
1781,Surprise,nước ngoài cái gì cũng to kể cả sinh vật
1790,Surprise,ôi tao đã tìm được người cùng hành tinh ?
904,Enjoyment,câu nói quá chuẩn và ý nghĩa 👍
1887,Enjoyment,cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn
1318,Disgust,"từ cái thời mới bắt về bé tí . suốt ngày bị lũ gà mái bắt nạt run rẩy trong góc . mình thấy tội nghiệp nên săn sóc từng tí 1 , lại bảo kê cho nó khỏi lũ gà . thế mà dume lúc lớn lúc đéo nào cũng kêu như giết heo , đuổi đánh lũ gà chạy tán loạn , đè chết cả mấy con gà . đã thế thì thôi lúc vào cho nó ăn nó dí cho thì thôi rồi . vừa dí vừa mổ , hồi đấy nuôi ngỗng mơ cũg thấy ác mộng bị nó đuổi mổ . tóm lại vừa vô ơn vừa đéo dễ thương tí nào cả"
1597,Sadness,lụm điều cho ba má . 2 ngàn 1 ngày bỏ heo đất . thằng hàng xóm vô trộm mất . khóc lóc mấy ngày .
756,Enjoyment,cỡ nào anh cũng có thể chịu đựng được vì anh yêu em
117,Enjoyment,người ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi :))) pha xử lý rất cao tayyy
1197,Sadness,"những việc này , mang lên đây chả giải quyết được gì cả ."
737,Sadness,đến ngày sinh nhật mà còn không nhớ thì còn nói gì nũa
1708,Enjoyment,1967 mà cụ ông đẹp trai phong độ ăn mặc thời trang quá :))
29,Other,của thằng kia mà
871,Sadness,"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :("
1932,Disgust,bảo thẳng luôn dân việt nam nghèo còn bày đặt . không biết quý đồ ăn là gì . nói thì lại tự ái quay ra đôi co .
202,Anger,douma đứng trong nhà cũng không yên cái thân
693,Sadness,hổng gặp cái buồn luôn ><
843,Sadness,thế nên bán hàng có tâm là đừng bao giờ nài nỉ khách mua thêm vì biết đâu bạn vô tình làm cho nỗi đau của họ trở nên tồi tệ hơn .
1420,Enjoyment,tao nhớ không nhầm hôm nay nó đến tháng vậy là sẽ không bị đâu nhỉ
916,Other,năm đó mà có được chiếc xe kia thì cũng không phải dạng vừa rồi 👍
1898,Disgust,"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này"
759,Sadness,nhìn hói mà thấy thương gê ??
154,Other,ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂
491,Enjoyment,per nhất định chị em mê tín mình p đi xem phim này rồi
1512,Sadness,đoạn phim này tốn khá nhiều nước mắt của người xem
1856,Surprise,t tưởng móc được mớ vụn ra là hết rồi . ai ngờ còn 2 cục đựu má chà bá
794,Other,liệu nó có bay nổi hay không ?.
509,Anger,mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??
734,Enjoyment,t mong nó té quá chời :v
1377,Disgust,dẫu hiên ngang giữa đất trời . gặp con vợ đểu thì đời cũng xong
796,Other,thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii
1810,Enjoyment,khi bạn bất cần vãi đời ... làm việc xấu mà cảm thấy thanh thản vãi 😁
1426,Sadness,tao kìm nén lâu qá rồi mà 😌😌 tức nước vỡ bờ thôi
291,Fear,"tự nhiên nhớ đến hồi bé , đi kiểu nào cũng bị ngỗng rượt chạy té sấp mặt luôn , nhiều khi nghĩ sợ nó dí hơn sợ mẹ đánh"
1868,Anger,mày cút
421,Enjoyment,phim này rất hay .
422,Sadness,đang chán đời cắt tóc xong là chán cái mặt hơn chán đời luôn :((
103,Enjoyment,may quá tao không xài huawei kkk
781,Surprise,ông này có võ thiệt 😁😁
1376,Enjoyment,"yeahh ! tao giờ đã là khách quen quán trà sữa đó rồi , về nhà cũng phải ráng tạt qua"
1394,Disgust,ai mà chả sợ rắn chơi ngu như chó vợ nhỉ per
555,Other,sớm chút nữa có lẽ đã khác rồi đúng không ?
206,Enjoyment,đúng là nhân tài luôn ở khắp mọi nơi kkkk
1420,Sadness,bà của tôi đã không còn khi tôi còn chưa biết gg là gì
1566,Sadness,"công trình 850 năm tuổi , xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn ."
1496,Disgust,tao thấy có 1 thằng dân trí thấp trong đám bình luận này rồi đấy
402,Sadness,bỏ thế lồn nào được :(
330,Other,đây là đồ của per ??? hỏi nua không
729,Enjoyment,per trông em bé yêu vãi :))
287,Other,khó có thể giải thích
166,Fear,dù có nói thích mày thì cũng đừng có tin .. xã hội giờ nguy hiểm lắm
1289,Other,chắc sổ đỏ có cả vỉa hè và đường :))
740,Other,ơ . t chỉ quan tâm sao mày lại mặc quần màu hường hình cô gái thôi ??
528,Other,sang năm nữa vác giường ra mà nhìn
1455,Sadness,câu chuyện lấy đi nước mắt của tao
977,Disgust,"ko ngon thế đâu , không khéo nó lại ỉa cứt toe toét vào mặt í :)))"
1223,Sadness,"chờ mãi mà không thấy , cứ thấy trống vắng vãi :(("
969,Sadness,t thấy nó cười hoài mà không bao giờ nó cười với tao cả :((
728,Enjoyment,"per tôn lợp nhà mà đẹo zai thế đấy , lại toàn 6 múi nữa chứ ..."
1739,Enjoyment,"thời thanh xuân tôi từng yêu quý nét hiền thục của chị hiền mai . và đúng như cái tên hiền mai của chị , tên và tâm tính đều đẹp , hiếu thảo khó ai bằng . em xin chúc bác có thêm nhiều sức khoẻ để chị có được nhg tháng ngày hạnh phúc , ấm áp bên mẹ ạ ."
1664,Disgust,cái này gọi là ấu trĩ phải không
170,Sadness,phải tao tao vứt luôn xe ??
420,Sadness,tưởng mai đi họp phụ huynh mới bị u ám . ai ngờ hôm nay mới biết điểm anh 9 . 5 thôi đã u ám rồi :)
1378,Enjoyment,ui đáng yêu gheê
1255,Enjoyment,sắp được cống hiến cho tổ quốc rồi . vui quá ...
681,Disgust,"cạn lời , mình ngủ để khỏi nhìn 😊😊😊"
754,Other,loài dê phải gọi ông này bằng cụ
733,Other,cho em hỏi phim ra tập mới vào những hôm nào ạ
32,Anger,đkm mấy thằng mặt cặc ! gặp bà thì bà lại đá cho thọt con mẹ nó dái lên cổ xem chúng mày có cười mà khoe chiến tích được không . đm lũ chó chết không riềng 😡😡
174,Anger,nghe tên vietcombank là bao nhiêu quá khứ bực mình ùa về
1520,Enjoyment,mạnh vỗ tay 👏
413,Other,thu thập mọi thông tin về đối tượng .. luôn đặt trái tim vào trạng thái .. chiến đấu 😖
1570,Sadness,2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(
644,Sadness,đọc xong tao muốn khóc luôn
1165,Enjoyment,thương vlll
792,Disgust,"xốp dọn không sạch nổi , quản lý người ta lại nói nv làm vệ sinh bẩn không kĩ lưỡng này nọ rồi lại trừ tác phong , các bạn ý thức chút"
1942,Surprise,não bọn này nhiều nếp nhăn đấy
6,Other,tăng sáng lên nhìn cho rõ mặt chứ
1789,Enjoyment,"gặp chị này ngoài đời rồi , giọng nhẹ mà hiền lắm nuôn ❤"
1612,Disgust,"vailon :)) học sinh cơ , dume nó"
1488,Sadness,nta vẩy tay mấy cái cũng ra tranh còn tao thì 😪
11,Other,cẩn thận các góc cửa
662,Disgust,bình luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp
223,Fear,"tại như vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng , trèo lên mái nhà của người ta để đi ??"
1817,Other,:))) mặt ngáo vậy mà còn lạ lẫm gì
927,Anger,lừa đảo số tiền lớn như vậy thì khởi tối cả lũ chúng nó chứ
15,Other,nhưng tối qua nhà tao có mưa đâu
450,Sadness,tới lúc chia tay rồi khóc :(
75,Other,chọn thằng nào có tương lai hơn . tức có bố mẹ giàu hơn
265,Fear,dm ông cầm cam cho cẩn thận vào tôi cũng muốn ngã mẹ nó rồi này
1569,Enjoyment,tuổi trẻ tài cao =)))
1574,Sadness,per giờ thằng gù nhà thờ chạy đi đâu đây :(
726,Other,nồi cơm điện chứ gì .
1383,Sadness,những người em thích đều đi nơi đâu rồi còn con ml bên cạnh song hành
297,Disgust,cái này giả thui nhé . 1 tài liệu mật của nasa mà cái kênh cùi này có được à 😂
344,Disgust,ghét nhất kiểu tôi quen ông này quen bà kia . nhìu cha có cái nón bảo hiểm không đòi được bị bắt cái gọi điện thoại nhờ người quen . có bạn kiểu đó phiền quá
1411,Anger,giết chết lũ khốn và cái ô che cho chúng .
1433,Sadness,"công ăn việc làm còn chưa ổn định , bố mẹ già còn chưa lo được thì kết hôn để làm gì 😪"
591,Anger,nên cho người xử sai ngồi tù như người ta xem sao ....
959,Sadness,tận cùng của tan vỡ
732,Other,người yêu có thể có nhiều nhưng mạng sống chỉ có 1 chế nhể ?
1025,Enjoyment,"nhà tao bên cạnh phòng tập gym , lúc trước bán dụng cụ thể thao ế vãi ra , nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn , gia đình tao phất lên trông thấy !😂😂"
714,Enjoyment,per đúng rồi mình đây =))
362,Other,sao đúng bài mày kết vậy 🙁🙁🙁
70,Disgust,tình yêu con nít cọ đít vào nhau ....
498,Anger,thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án
828,Sadness,tao còn độc thân này :((
687,Disgust,ngộ không phiên bản lỗi 😆😆
1573,Sadness,per mới bắt đầu tuần thánh mà chúa ơii
864,Sadness,buồn vương mi !!!
462,Enjoyment,đăng khoa lê lò dầu của mẹ nè anh 😘😘😘
976,Disgust,đm chưa thấy thằng nào ngu như thằng này :))) bị ngáo cần :))
1727,Disgust,nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết
1054,Enjoyment,không biết crush có thích uống nước mắm không để còn tặng nàng chai nam ngư 900ml :))
1295,Disgust,"văn minh quá , đường trong sổ đỏ người ta mà !"
292,Other,lại nhuộm vàng súng ống rồi
152,Other,xuống đi nó không cắn đâu
926,Sadness,gia đình có nhưng tình yêu không thì sao
1780,Surprise,chúng mày giờ mới biết điều này ah ? =))))
